index,# PhotoID, X, Y, Z, Omega, Phi, Kappa, r11, r12, r13, r21, r22, r23, r31, r32, r33,run
0,DSC00272.JPG,-51.986151263106436,-5.909811470972246,679.5878277737235,4.203390051855496,-2.637063177847496,-87.10184449604935,0.0505073609923816,-0.9962042693508988,-0.070977904192417,0.9976618099664366,0.0470572088278103,0.0494352383343785,-0.0460091871657476,-0.0733110606214606,0.996251035258037,1
1,DSC00273.JPG,-34.59766310212146,-3.6536026193945936,681.2140061493749,0.8126487492272363,-7.948533444878762,-84.00187895619929,0.1034921393637919,-0.994630227271658,0.0002691065884144,0.9849667112705454,0.1025287328544622,0.1389627332630949,-0.138283525903451,-0.0141199123651667,0.990292619415813,1
2,DSC00274.JPG,-17.582646808188912,-1.8008174875224143,683.7672838207831,1.8469097567874029,-7.109057034146544,-92.89857292742876,-0.0501794177465015,-0.998002505475967,-0.0385289753890308,0.9910437496562836,-0.0545300536884343,0.1218635327314402,-0.1237583381324749,-0.0320717718439111,0.9917961226479298,1
3,DSC00275.JPG,-0.6483235570445335,0.1058446823823308,685.2875578556515,1.3409796568806305,-1.0445705906549465,-92.34822490656894,-0.0409659938883523,-0.9988710040181896,-0.0242101049676287,0.9989946904563844,-0.0413879789254363,0.0172033033884605,-0.0182301861563259,-0.0234813411988836,0.9995588612833068,1
4,DSC00276.JPG,15.055101355242348,1.6873172259777929,684.3286044999832,2.566790442596921,1.7997577340541246,-93.15098870933184,-0.054940232604443,-0.9975660951090998,-0.0430745012712024,0.997994210893564,-0.0535049843776032,-0.0338530019661544,0.0314065328258563,-0.0448470890459955,0.998498460949342,1
5,DSC00403.JPG,13.68626250819162,29.230462539139122,677.2583313388702,-3.2757011787975503,-0.0232639311952017,85.97378577285438,0.0701609277977807,0.9959051984966926,-0.0569718308516697,-0.9975356217301692,0.0700249798924201,-0.0044114494628117,-0.0004060321851571,0.0570394559904516,0.9983660605229834,1
6,DSC00404.JPG,-16.11148328394999,30.247343620569964,675.3454165020871,-1.1788714174739183,1.605967138936642,89.37816050155556,0.0107942425858397,0.999723464013544,-0.0208761755087445,-0.9995486703275523,0.011371583435357,0.02779606129966,0.0280257441882786,0.0204834035027115,0.9993950744277136,1
7,DSC00405.JPG,-45.068050409034846,31.241787346508552,675.6337601697905,-0.8598659115417344,9.112997407718163,90.28335338285716,-0.0049363658331298,0.999886840391698,-0.0142183411025301,-0.9873657728944256,-0.0026324071211923,0.158436413936645,0.1583820555948616,0.0147087201306421,0.9872520765955112,1
8,DSC00406.JPG,-70.1491231316748,31.95368009156745,676.0817553445288,4.6172728532206015,10.318263051185696,87.95495794784864,0.0350608850153177,0.9966277503105596,0.0740803715424289,-0.9832018587523096,0.0210949869883603,0.1812939162562348,0.17911581975218,-0.0792902177875112,0.980607260953966,1
9,DSC00447.JPG,-69.42417827861885,52.810301400719325,680.269935469487,-1.7741536675444134,-1.19188053665855,-87.8909389943504,0.0367937862131135,-0.9988220302495688,0.0316221549810141,0.9991054590623392,0.0374264809867619,0.0195492706591114,-0.0208007393843889,0.0308730746153467,0.999304375850247,1
10,DSC00448.JPG,-53.588609327718245,52.80788062404676,680.0361868388231,1.867153880413268,-2.0296643277607447,-90.06479654457567,-0.0011302052075542,-0.9994671793358118,-0.0327031286083692,0.9993720169924784,-0.0022845191326914,0.0352725239071834,-0.0354169167983751,-0.0326435375271788,0.9988409166181036,1
11,DSC00449.JPG,-36.95102232696989,52.980879287449916,679.5628421239289,1.905962058034833,-2.0201070421510927,-91.0809738513977,-0.0188537291508922,-0.9992473547451602,-0.0339980682034989,0.9992009304655306,-0.0200278043266163,0.0345235948744031,-0.0352502148550922,-0.0333197527074453,0.998823631571456,1
12,DSC00450.JPG,-20.37489847617484,52.75939480234359,678.8667772236801,3.3434338559908783,-2.9985043885353027,-90.98658701230168,-0.0171947852200617,-0.998097982124234,-0.0592959895956423,0.998482921329978,-0.0202409007675478,0.0511394602653333,-0.0523098886544531,-0.0583270828475915,0.9969275181455852,1
13,DSC00451.JPG,-4.132679299491393,52.31541908707242,677.7987189351537,-0.5310448745757845,-2.2054576681956566,-90.92122025149432,-0.016065724369523,-0.9998348591004634,0.0085684518359664,0.999130097510631,-0.0157222138873132,0.0385795412900959,-0.0384829929823518,0.0091802706868591,0.999216648162062,1
14,DSC00452.JPG,12.536515418240109,52.016900280184544,677.3364186149167,-0.6550656189378942,-2.658766182190921,-88.89392749634403,0.0192826428830847,-0.9997387948422014,0.0122438872498088,0.9987366307200868,0.0198297324024986,0.0460931914905972,-0.046387571608214,0.0113381800116756,0.9988588941069222,1
